tick,avg_avg_hydrolytic_resistance,std_avg_hydrolytic_resistance,min_avg_hydrolytic_resistance,max_avg_hydrolytic_resistance,avg_pct_blocks_in_assemblies,std_pct_blocks_in_assemblies,min_pct_blocks_in_assemblies,max_pct_blocks_in_assemblies
141100,0.5538912500000001,0.027765126224276366,0.525441,0.579476,1.815,3.63,0.0,7.26
141200,0.555692,0.031316827617113435,0.524101,0.593077,1.8225,3.645,0.0,7.29
141300,0.5430535000000001,0.024707787335170237,0.513202,0.570993,1.6175,3.2350000000000003,0.0,6.47
141400,0.55034525,0.023333793967477017,0.525911,0.57248,1.845,3.6899999999999995,0.0,7.38
141500,0.5586402500000001,0.020872844325822013,0.534668,0.581805,1.9475,3.895,0.0,7.79
141600,0.54515325,0.01208980601925988,0.52834,0.557039,1.6975,3.3950000000000005,0.0,6.79
141700,0.55546875,0.011526452225930836,0.543591,0.5689,1.815,3.63,0.0,7.26
141800,0.56657775,0.016791608824548828,0.542938,0.579759,1.99,3.9799999999999995,0.0,7.96
141900,0.541632,0.015610607013608809,0.522889,0.557654,1.59,3.1800000000000006,0.0,6.36
142000,0.55705575,0.01713762660298483,0.532532,0.570055,1.75,3.5,0.0,7.0
142100,0.5610585,0.01909897080124129,0.541453,0.580397,1.86,3.72,0.0,7.44
142200,0.544026,0.01988796451793563,0.523061,0.563181,1.6975,3.3950000000000005,0.0,6.79
142300,0.5466807499999999,0.01820139651006666,0.519501,0.558077,1.6725,3.345,0.0,6.69
142400,0.5543739999999999,0.015890683916475485,0.532379,0.56919,1.815,3.63,0.0,7.26
142500,0.544257,0.015830617739052356,0.52236,0.559267,1.535,3.0699999999999994,0.0,6.14
142600,0.54803075,0.024783700455137853,0.519933,0.576353,1.6425,3.2849999999999997,0.0,6.57
142700,0.5539835,0.016945757630352977,0.538475,0.571487,1.7725,3.545,0.0,7.09
142800,0.54069475,0.027382476809996576,0.514497,0.567399,1.6925,3.385,0.0,6.77
142900,0.5487627500000001,0.02186182431202849,0.528224,0.569126,1.845,3.6899999999999995,0.0,7.38
143000,0.5540155,0.023712886573900405,0.527822,0.577063,2.0,4.0,0.0,8.0
143100,0.540758,0.01849647935869596,0.513429,0.554368,1.66,3.32,0.0,6.64
143200,0.54815775,0.01890212893432906,0.525559,0.568261,1.6025,3.205,0.0,6.41
143300,0.5607635,0.025793747440028953,0.53319,0.590361,1.9075,3.815,0.0,7.63
143400,0.541867,0.027001765065763166,0.516064,0.576921,1.6725,3.345,0.0,6.69
143500,0.54707025,0.022828441973044664,0.526836,0.566852,1.75,3.5,0.0,7.0
143600,0.55192375,0.03050815543834138,0.519212,0.580568,2.0925,4.185,0.0,8.37
143700,0.543257,0.021364244163243108,0.522856,0.569777,1.7725,3.545,0.0,7.09
143800,0.55169775,0.024914424956572156,0.528784,0.585533,1.6925,3.385,0.0,6.77
143900,0.55968775,0.023084688812789585,0.528776,0.584016,1.965,3.9299999999999997,0.0,7.86
144000,0.5483385000000001,0.02401903526372363,0.515417,0.568419,1.7175,3.435,0.0,6.87
144100,0.5544825,0.012311130208067803,0.538641,0.568708,1.7925,3.585,0.0,7.17
144200,0.56013475,0.018546709184740388,0.53561,0.578895,1.915,3.8300000000000005,0.0,7.66
144300,0.542651,0.03142649415169733,0.509816,0.578824,1.6975,3.3950000000000005,0.0,6.79
144400,0.543123,0.031374741720052474,0.513977,0.574431,1.7725,3.545,0.0,7.09
144500,0.55753775,0.020615570594011357,0.536231,0.58424,1.9475,3.895,0.0,7.79
144600,0.5556899999999999,0.019452384052689658,0.533596,0.576026,1.6175,3.2350000000000003,0.0,6.47
144700,0.5379285,0.016241384475058386,0.517716,0.551578,1.66,3.32,0.0,6.64
144800,0.5542765,0.017346602750971104,0.531356,0.568093,1.86,3.72,0.0,7.44
144900,0.5440294999999999,0.02423947236086903,0.516303,0.566473,1.705,3.41,0.0,6.82
145000,0.5576095,0.022087641861457282,0.532295,0.582776,1.765,3.5300000000000002,0.0,7.06
145100,0.5625242500000001,0.022494296793854195,0.538931,0.58256,1.915,3.8300000000000005,0.0,7.66
145200,0.5482462499999999,0.017712760040434098,0.528042,0.566653,1.6725,3.345,0.0,6.69
145300,0.5506807499999999,0.026408729344353794,0.523657,0.576374,1.875,3.75,0.0,7.5
145400,0.55323275,0.016414542279637293,0.530721,0.568818,1.9725,3.9450000000000003,0.0,7.89
145500,0.5467325000000001,0.01618962603027013,0.526143,0.564938,1.6425,3.2849999999999997,0.0,6.57
145600,0.5582305000000001,0.022863794822090795,0.527997,0.583492,1.75,3.5,0.0,7.0
145700,0.56471925,0.03302996398600319,0.519872,0.596878,1.965,3.9299999999999997,0.0,7.86
145800,0.5476455,0.017459142409255564,0.523255,0.563052,1.6125,3.2250000000000005,0.0,6.45
145900,0.557069,0.021396834423188266,0.526395,0.573283,1.8075,3.6150000000000007,0.0,7.23
146000,0.5640382500000001,0.019007889579066913,0.544391,0.585705,1.785,3.57,0.0,7.14
146100,0.55439325,0.029174235532686513,0.526589,0.592389,1.655,3.31,0.0,6.62
146200,0.5567952500000001,0.029645961696606618,0.52247,0.584692,1.8225,3.645,0.0,7.29
146300,0.5626165000000001,0.029100682758313425,0.532066,0.596678,1.965,3.9299999999999997,0.0,7.86
146400,0.545087,0.024939133745982434,0.513823,0.572053,1.725,3.4500000000000006,0.0,6.9
146500,0.55715925,0.02100956909561293,0.532987,0.579427,1.83,3.66,0.0,7.32
146600,0.5641339999999999,0.031089502526308356,0.526465,0.602301,2.1025,4.205,0.0,8.41
146700,0.54788425,0.024702171596508147,0.518099,0.576584,1.7175,3.435,0.0,6.87
146800,0.548245,0.02867538318256039,0.522485,0.579421,2.7625,3.490275777069772,0.0,7.26
146900,0.5535982500000001,0.03609030932143233,0.521136,0.588171,2.4275,3.6197179908569304,0.0,7.66
147000,0.543676,0.02849530050142772,0.517485,0.575171,2.2025,3.2842084282213273,0.0,6.95
147100,0.54727,0.021530629778681927,0.525908,0.567298,2.11,3.285746997766769,0.0,6.92
147200,0.5638194999999999,0.01976052530509583,0.540404,0.586872,2.285,3.578086080574362,0.0,7.53
147300,0.54984025,0.015417470639396948,0.529975,0.567573,2.0300000000000002,3.178962094772443,0.0,6.69
147400,0.5482585,0.018004070252769715,0.53229,0.572455,2.1350000000000002,3.2963464623731524,0.0,6.95
147500,0.56554575,0.00998496778078593,0.553265,0.577522,2.395,3.6781290533820767,0.0,7.76
147600,0.5550835000000001,0.008255346126399934,0.544609,0.562005,2.1399999999999997,3.3553539306606686,0.0,7.06
147700,0.5574645,0.017853353233123082,0.534759,0.576116,2.2275,3.427743426804288,0.0,7.23
147800,0.55868775,0.01692166255376031,0.538009,0.575495,1.8075,3.6150000000000007,0.0,7.23
147900,0.545248,0.01343094414650985,0.532648,0.560798,1.5625,3.125,0.0,6.25
148000,0.55645675,0.016638096673498033,0.538522,0.572394,1.7375,3.4750000000000005,0.0,6.95
148100,0.55741,0.018696141259628953,0.537043,0.58208,1.94,3.88,0.0,7.76
148200,0.544593,0.0173478638262275,0.519205,0.556253,1.655,3.31,0.0,6.62
148300,0.5630085,0.014956593785573881,0.542272,0.577299,1.8,3.6000000000000005,0.0,7.2
148400,0.56516475,0.020560513002273694,0.545421,0.58771,1.875,3.75,0.0,7.5
148500,0.543574,0.021417806330247733,0.521617,0.567743,1.685,3.3699999999999997,0.0,6.74
148600,0.5610297500000001,0.02417018269652367,0.528822,0.584467,1.725,3.4500000000000006,0.0,6.9
148700,0.5572057499999999,0.012788428242620997,0.541366,0.572187,1.8075,3.6150000000000007,0.0,7.23
148800,0.5427665,0.02006757614494918,0.514494,0.55852,1.63,3.26,0.0,6.52
148900,0.5481590000000001,0.016904300498196682,0.530923,0.571356,1.655,3.31,0.0,6.62
149000,0.56748,0.027580023809513566,0.543443,0.593887,1.8975,3.7950000000000004,0.0,7.59
149100,0.5516305,0.02638123270432978,0.529073,0.582598,1.6925,3.385,0.0,6.77
149200,0.5536282499999999,0.0188434382633142,0.528029,0.571064,1.8075,3.6150000000000007,0.0,7.23
149300,0.56288725,0.0166160280326958,0.542702,0.57921,1.8375,3.675,0.0,7.35
149400,0.54503525,0.02107690025240905,0.516845,0.564698,1.5725,3.145,0.0,6.29
149500,0.55263725,0.020623197737418563,0.52757,0.573108,1.7575,3.5149999999999997,0.0,7.03
149600,0.5624805,0.020100141715918327,0.541181,0.582065,1.89,3.78,0.0,7.56
149700,0.5436475,0.02227544930336232,0.518271,0.568564,1.5725,3.145,0.0,6.29
149800,0.554025,0.026936368636721126,0.527308,0.588437,1.6925,3.385,0.0,6.77
149900,0.56727625,0.019682024156998355,0.54339,0.591161,1.845,3.6899999999999995,0.0,7.38
150000,0.5463975,0.027339760478102222,0.51845,0.583367,2.64,5.28,0.0,10.56
150100,0.550607,0.019114920298028977,0.528701,0.568803,2.8875,5.775,0.0,11.55
150200,0.5584695,0.025578911216077957,0.529888,0.589459,2.88,5.76,0.0,11.52
150300,0.53866775,0.010870820035765462,0.523536,0.549372,2.35,4.7,0.0,9.4
150400,0.5453955,0.017864135626071212,0.521829,0.56221,2.2725,4.545,0.0,9.09
150500,0.5661430000000001,0.018782161164253703,0.542364,0.587872,2.3,4.6,0.0,9.2
150600,0.55232075,0.023140737821354507,0.529801,0.581592,2.145,4.29,0.0,8.58
150700,0.56372325,0.01164234287346549,0.550324,0.576448,2.1875,4.375,0.0,8.75
150800,0.56325425,0.01744048050513515,0.544704,0.579672,2.21,4.42,0.0,8.84
150900,0.55025525,0.01116221630845179,0.535879,0.561284,1.985,3.9699999999999998,0.0,7.94
151000,0.559177,0.019306762545802433,0.532331,0.573283,2.0525,4.105,0.0,8.21
151100,0.565315,0.013739077188807137,0.548603,0.577786,2.1325,4.265,0.0,8.53
151200,0.5514699999999999,0.023685824340028118,0.519994,0.570608,1.9375,3.875,0.0,7.75
151300,0.56292525,0.02377815240054055,0.529553,0.582238,2.19,4.380000000000001,0.0,8.76
151400,0.56688025,0.024603502696093238,0.538117,0.590641,1.8075,3.6150000000000007,0.0,7.23
151500,0.5476522500000001,0.015636224381757477,0.524528,0.558045,1.5675,3.135,0.0,6.27
151600,0.55620325,0.021591274570606826,0.534666,0.583205,1.7375,3.4750000000000005,0.0,6.95
151700,0.56018075,0.017120482185090446,0.545022,0.579438,1.99,3.9799999999999995,0.0,7.96
151800,0.546263,0.01912665173695247,0.520282,0.5652,1.705,3.41,0.0,6.82
151900,0.5537975,0.01530129705831065,0.537377,0.572429,1.765,3.5300000000000002,0.0,7.06
152000,0.5647639999999999,0.020044094259074607,0.545324,0.589362,1.9825,3.965,0.0,7.93
152100,0.5505225,0.022394373943768413,0.529262,0.575242,1.73,3.4599999999999995,0.0,6.92
152200,0.55334675,0.024161257188248027,0.530396,0.57863,2.6625,5.325000000000001,0.0,10.65
152300,0.568668,0.019580471206451254,0.547291,0.586248,2.88,5.76,0.0,11.52
152400,0.551682,0.02016030381715518,0.531925,0.573208,2.555,5.110000000000001,0.0,10.22
152500,0.5592705,0.023627660068939,0.534721,0.584285,2.6625,5.325000000000001,0.0,10.65
152600,0.562572,0.02259945160101601,0.544084,0.595335,2.9525,5.905,0.0,11.81
152700,0.54969,0.019198386616241136,0.530865,0.573798,2.6025,5.204999999999999,0.0,10.41
152800,0.555776,0.022210353216461885,0.536105,0.578182,2.88,5.76,0.0,11.52
152900,0.5649442499999999,0.021715989736827594,0.542103,0.589879,2.8925,5.785,0.0,11.57
153000,0.55367275,0.023658336013267438,0.524837,0.574198,2.7025,5.404999999999999,0.0,10.81
153100,0.55823075,0.018617372682076663,0.534055,0.577273,2.7775,5.555,0.0,11.11
153200,0.56381875,0.021337362448297096,0.534799,0.580233,4.0275,5.615605488279959,0.0,11.91
153300,0.5421192499999999,0.013306334515936382,0.53109,0.558356,3.5,4.945037916942599,0.0,10.49
153400,0.558715,0.019502872061998112,0.539915,0.585249,3.7675,5.388824083230032,0.0,11.43
153500,0.5631139999999999,0.015874765993025994,0.546874,0.58359,4.0275,5.86911336290812,0.0,12.44
153600,0.54102025,0.015099054636521685,0.519666,0.554804,3.4450000000000003,5.065020565933897,0.0,10.73
153700,0.559131,0.016065845822738362,0.537401,0.573839,3.495,5.021663071134901,0.0,10.65
153800,0.5534672500000001,0.022180894547259942,0.53302,0.574453,3.8625,5.673613633890367,0.0,12.02
153900,0.54579325,0.025232489101355008,0.52362,0.578143,3.43,5.066668859648649,0.0,10.73
154000,0.56094125,0.026254689960398817,0.53422,0.589064,3.6149999999999998,5.240283071234479,0.0,11.11
154100,0.573492,0.020518965779655313,0.55425,0.598333,3.8775,5.662157274396394,0.0,12.0
154200,0.55004225,0.021443671006849522,0.528857,0.573255,3.3325,4.864643700553344,0.0,10.31
154300,0.5492727500000001,0.014029611906606657,0.53636,0.565054,2.9299999999999997,4.176904755118715,0.0,8.86
154400,0.56112425,0.030941184338192356,0.534197,0.59619,3.3725,4.775335066778037,0.0,10.13
154500,0.5532714999999999,0.022283864498780292,0.527951,0.581441,2.9675,4.144324432280851,0.0,8.79
154600,0.5598682500000001,0.019290151137735186,0.537377,0.576834,2.98,4.0474601089242785,0.0,8.57
154700,0.561036,0.020096455027359083,0.538323,0.580056,2.54,3.4435737250710923,0.0,7.29
154800,0.548465,0.02271465396317249,0.51916,0.567299,2.235,3.054008295120801,0.0,6.47
154900,0.56268425,0.01947755733102417,0.53815,0.582207,2.4325,3.3187685969347127,0.0,7.03
155000,0.5634105,0.025125202029038517,0.534458,0.585902,2.585,3.475327322713646,0.0,7.35
155100,0.551474,0.015928352457175193,0.537323,0.570919,2.3025,3.096884186834675,0.0,6.55
155200,0.547252,0.010327214758426722,0.541861,0.56274,2.2800000000000002,3.072501695144637,0.0,6.5
155300,0.56330425,0.01503696337640461,0.545843,0.580449,2.6675,3.576006851223862,0.0,7.56
155400,0.5467705,0.01583700538822497,0.524821,0.560863,2.2874999999999996,2.9819834003562122,0.0,6.27
155500,0.5519762500000001,0.021750416660759987,0.520259,0.568819,2.555,3.420570127917275,0.0,7.23
155600,0.56844425,0.020921922734697847,0.537621,0.583342,2.695,3.6645099717879512,0.0,7.76
155700,0.5477485,0.022494422323470938,0.525817,0.568351,2.41,3.3802070942473335,0.0,7.17
155800,0.5575399999999999,0.025163159618776045,0.532847,0.589442,2.4625,3.383079218700029,0.0,7.17
155900,0.56394225,0.03474024019658856,0.530391,0.606934,2.5675,3.422780302619495,0.0,7.23
156000,0.547695,0.02360192750603222,0.530093,0.580925,2.17,2.8885290374167956,0.0,6.1
156100,0.5592395,0.023024098715621142,0.526288,0.578541,2.38,3.265414726085085,0.0,6.92
156200,0.5585414999999999,0.024346855683366284,0.522958,0.578127,2.64,3.584717562096071,0.0,7.59
156300,0.540536,0.018721894473227526,0.516424,0.561741,2.23,3.0146531033160904,0.0,6.38
156400,0.540739,0.021279400054199534,0.512199,0.563719,2.2075,2.88121935992385,0.0,6.06
156500,0.554171,0.01582973806900582,0.540717,0.575548,2.37,3.0395394387966084,0.0,6.36
156600,0.547682,0.026127438042538066,0.520942,0.582714,2.2225,2.8852772830353755,0.0,6.06
156700,0.5584359999999999,0.02882087751382092,0.529457,0.595948,2.51,3.494023468724845,0.0,7.41
156800,0.5592385,0.03146737636028779,0.516544,0.588035,2.5875,3.566374209193421,0.0,7.56
156900,0.54266625,0.024702553138963867,0.516863,0.566141,2.3075,3.1707136420686113,0.0,6.72
157000,0.5468515,0.020246546182826668,0.52346,0.5712,2.31,3.114814066146913,0.0,6.59
157100,0.5574085,0.015999981614572764,0.541518,0.579554,2.5075,3.3423681724190706,0.0,7.06
157200,0.54693525,0.022295317989434495,0.516519,0.568338,2.265,3.0704342798155877,0.0,6.5
157300,0.5539970000000001,0.016675538212203727,0.532544,0.568628,2.455,3.395894580224775,0.0,7.2
157400,0.5594870000000001,0.02450049116514468,0.532012,0.590557,2.6725,3.693213370494589,0.0,7.83
157500,0.5475775,0.01323550410826879,0.532251,0.560451,2.3525,3.205800732006488,0.0,6.79
157600,0.54985025,0.016616697754066528,0.526522,0.563338,2.5575,3.5106730124008982,0.0,7.44
157700,0.5628044999999999,0.019150226743653298,0.538187,0.581375,2.755,3.7578850434785784,0.0,7.96
157800,0.5474975000000001,0.02761448214856351,0.519232,0.577029,2.26,3.0193597555331713,0.0,6.38
157900,0.55773575,0.018616844905890984,0.541493,0.579811,2.465,3.3356008953910137,0.0,7.06
158000,0.5632335,0.01557179297105294,0.541531,0.578419,2.5375,3.430455509112456,0.0,7.26
158100,0.54589975,0.017820403799671137,0.519659,0.558642,2.315,3.1935403551544486,0.0,6.77
158200,0.5556694999999999,0.02184061385736823,0.529618,0.579467,2.535,3.4301166160933945,0.0,7.26
158300,0.5718595,0.011004030428287025,0.560306,0.586422,2.58,3.4872338608128937,0.0,7.38
158400,0.5511,0.011457601203276923,0.535405,0.562321,2.14,2.922019849350788,0.0,6.19
158500,0.5608115,0.016864812569370575,0.540413,0.58067,2.385,3.1608490420560527,0.0,6.67
158600,0.56972975,0.03355316523941266,0.538792,0.609408,2.7175000000000002,3.625855071565878,0.0,7.66
158700,0.5465572500000001,0.01857138864624831,0.5309,0.568617,2.2875,3.094719965791197,0.0,6.55
158800,0.55105825,0.019476668441582416,0.529436,0.571866,2.545,3.470028818324136,0.0,7.35
158900,0.55391625,0.016791701608731217,0.539472,0.573094,2.5825,3.526248006025668,0.0,7.47
159000,0.55210075,0.020735610261496222,0.53157,0.576586,2.3274999999999997,3.1384430853529905,0.0,6.64
159100,0.5590964999999999,0.023316820502232573,0.537917,0.592081,2.3975,3.1324152023638248,0.0,6.59
159200,0.5662400000000001,0.026357643951360022,0.539,0.598548,2.8649999999999998,3.836739066794439,0.0,8.11
159300,0.54342125,0.022733357170686436,0.52379,0.568677,2.44,3.220279490975899,0.0,6.79
159400,0.55378025,0.026849922239179765,0.515428,0.576218,2.495,3.3401546870367143,0.0,7.06
159500,0.5647625000000001,0.019746091503552443,0.537587,0.581657,2.83,3.8616231475033054,0.0,8.18
159600,0.547632,0.02165323167566452,0.519859,0.572767,2.5,3.4130045414561057,0.0,7.23
159700,0.55122225,0.013198413777799223,0.534338,0.566307,2.5225,3.3655348757664063,0.0,7.11
159800,0.56121975,0.01725101035446911,0.546656,0.585539,2.7375,3.7561538395899956,0.0,7.96
159900,0.546571,0.009774137745431384,0.537301,0.555022,2.2875,3.094719965791197,0.0,6.55
160000,0.5490889999999999,0.02323676614046514,0.522188,0.568997,2.4525,3.2751323128488514,0.0,6.92
160100,0.5600367500000001,0.01896894847507369,0.540284,0.580246,2.6275,3.583270154481797,0.0,7.59
160200,0.5407219999999999,0.020811690961252172,0.522093,0.566807,2.3175,3.171628130787088,0.0,6.72
160300,0.553914,0.021345764248050098,0.530416,0.574871,2.495,3.3994264222071346,0.0,7.2
160400,0.5588565,0.017994182420993737,0.538861,0.579079,2.715,3.7101078151449998,0.0,7.86
160500,0.54063325,0.022065695568385488,0.523464,0.572968,2.3825000000000003,3.292297829783934,0.0,6.98
160600,0.54813325,0.019691801396774275,0.526519,0.566152,2.39,3.2576678774853645,0.0,6.9
160700,0.5576722500000001,0.024375601878039166,0.53136,0.579227,2.6075,3.5550281292839303,0.0,7.53
160800,0.5415492500000001,0.02447395210388653,0.516768,0.570552,2.2725,3.200889199373616,0.0,6.79
160900,0.5517672499999999,0.011779589958200309,0.537814,0.566308,2.3375,3.195500743232584,0.0,6.77
161000,0.56157525,0.02691443168481675,0.525376,0.58977,2.6725,3.693213370494589,0.0,7.83
161100,0.5463582499999999,0.02345537910409181,0.526597,0.57317,2.2525,3.018071956288208,0.0,6.38
161200,0.5452405,0.03349176250463187,0.504127,0.578517,2.42,3.2161363984342044,0.0,6.79
161300,0.55756575,0.024668287068960935,0.529317,0.581208,2.475,3.324419748868465,0.0,7.03
161400,0.5450342499999999,0.021264354075541548,0.518709,0.563275,2.2375,3.028425058232964,0.0,6.41
161500,0.55695575,0.029734265434287522,0.520841,0.592293,2.39,3.1228512612674972,0.0,6.57
161600,0.56855175,0.018901275977651167,0.547228,0.593114,2.555,3.310755200856747,0.0,6.95
161700,0.5502819999999999,0.018713348194982833,0.524033,0.567447,2.3425,3.1202176740306653,0.0,6.59
161800,0.5510755,0.01721313665973365,0.53462,0.571093,2.4375,3.3544038218437566,0.0,7.11
161900,0.55879575,0.01976140155918432,0.535717,0.578699,2.5225,3.4285310265476667,0.0,7.26
162000,0.54669375,0.01803028687837955,0.52666,0.562589,2.185,2.9364434270048525,0.0,6.21
162100,0.5570744999999999,0.02033123812429204,0.53594,0.581722,2.41,3.3435609759655947,0.0,7.09
162200,0.570439,0.028174506739249237,0.542893,0.599196,2.5375,3.3928196238527035,0.0,7.17
162300,0.55783975,0.019024105574682502,0.538517,0.581893,2.2425,3.0081264933509693,0.0,6.36
162400,0.5599195,0.032097235483241636,0.524046,0.592946,2.4675000000000002,3.302437231298525,0.0,6.98
162500,0.560511,0.024988869869070403,0.534542,0.589052,2.55,3.351278363052921,0.0,7.06
162600,0.55116125,0.03165528101675924,0.512831,0.589953,2.2575,3.0025808343268077,0.0,6.34
162700,0.56531975,0.03204527461134745,0.524816,0.601825,2.34,3.1116233705254244,0.0,6.57
162800,0.564517,0.02888695259109205,0.533228,0.59575,2.52,3.428235697848093,0.0,7.26
162900,0.5468635000000001,0.0165579964669642,0.529432,0.563699,2.1475,2.980395667245095,0.0,6.32
163000,0.548692,0.027793506231972024,0.511886,0.573091,2.335,3.1025634562406617,0.0,6.55
163100,0.57162425,0.024577220379516745,0.547756,0.601368,2.7,3.7086924919707216,0.0,7.86
163200,0.5626757499999999,0.024561709541140102,0.535875,0.595235,2.325,3.117140783902239,0.0,6.59
163300,0.5604049999999999,0.015871796348659897,0.541839,0.578452,2.3325,3.1732357302917156,0.0,6.72
163400,0.57606225,0.016189792759122443,0.554438,0.591664,2.6925,3.7531975256661707,0.0,7.96
163500,0.5483785,0.01381619061101869,0.532364,0.56354,2.345,3.253936078044558,0.0,6.9
163600,0.55858275,0.01589866244636113,0.539455,0.577628,2.6275,3.6140040121726487,0.0,7.66
163700,0.5634604999999999,0.02555788703446874,0.531155,0.591579,2.8725,4.12088481599118,0.0,8.74
163800,0.5516705,0.020997627064345454,0.530709,0.578239,2.3049999999999997,3.135490392267213,0.0,6.64
163900,0.55956325,0.02071511849471299,0.542226,0.587352,2.395,3.2453505203598576,0.0,6.87
164000,0.5635025,0.020718711776234234,0.539951,0.589568,2.525,3.4813933992009582,0.0,7.38
164100,0.5549325,0.021618667142078826,0.52685,0.57956,2.2350000000000003,3.0453078662099173,0.0,6.45
164200,0.55168075,0.014577904819166113,0.533594,0.569164,2.3425000000000002,3.2402507619009984,0.0,6.87
164300,0.55539175,0.020486164263961205,0.528191,0.577852,2.5425,3.3693953463492528,0.0,7.11
164400,0.54236975,0.017876745348356912,0.51645,0.557442,2.3475,3.113105362817006,0.0,6.57
164500,0.54937575,0.01367331716336605,0.530867,0.561482,2.4050000000000002,3.1458067327793673,0.0,6.62
164600,0.55843225,0.015678885129902117,0.538444,0.570966,2.5949999999999998,3.3931843451247974,0.0,7.14
164700,0.540647,0.010645852181327088,0.526355,0.551814,2.2800000000000002,3.072501695144637,0.0,6.5
164800,0.55256375,0.0149389558397946,0.53515,0.567846,2.5025,3.4132718907230353,0.0,7.23
164900,0.5670612500000001,0.018660356237667795,0.546832,0.591713,2.7199999999999998,3.7413812066312264,0.0,7.93
165000,0.5463520000000001,0.022146390556175642,0.517951,0.565615,2.3,3.17011040817193,0.0,6.72
165100,0.546157,0.022585788481550392,0.512508,0.560474,2.2475,3.1217663269373643,0.0,6.62
165200,0.54624275,0.025386655922288507,0.512591,0.569859,2.9075,4.197168688532783,0.0,8.9
165300,0.544302,0.016460529942866377,0.52021,0.557109,2.6075,3.748629749655199,0.0,7.95
165400,0.5566,0.015595511170419109,0.538895,0.574837,2.8249999999999997,4.148963726040515,0.0,8.79
165500,0.5676540000000001,0.01502805753693182,0.554405,0.588593,3.05,4.322800018506523,0.0,9.17
165600,0.5493399999999999,0.01007717639023948,0.538465,0.560641,2.5,3.512121865767189,0.0,7.45
165700,0.547599,0.018921245994912673,0.52119,0.565931,2.7075,3.8851630167428843,0.0,8.24
165800,0.56095325,0.03851164457126357,0.517423,0.608796,2.8525,3.947635368166619,0.0,8.37
165900,0.55113525,0.021518085050719536,0.534195,0.582676,2.5825,3.491822589995087,0.0,7.39
166000,0.5522272500000001,0.01416414535308546,0.540421,0.57212,2.62,3.591257904040496,0.0,7.61
166100,0.56177875,0.03343225808880799,0.530222,0.608487,2.7975000000000003,3.7592585705162658,0.0,7.95
166200,0.54181575,0.01654455331068203,0.522876,0.557018,2.4875,3.4747985553122356,0.0,7.37
166300,0.55435275,0.016808044966126545,0.532271,0.568834,2.7,3.8516576517996333,0.0,8.17
166400,0.5639005,0.025410040672930834,0.525939,0.579774,2.9450000000000003,4.268618043348456,0.0,9.05
166500,0.5517682500000001,0.02059360975925945,0.525445,0.571254,2.5475000000000003,3.668672557388208,0.0,7.78
166600,0.5504125,0.025652346669781823,0.517597,0.575722,2.7249999999999996,3.823336239464167,0.0,8.11
166700,0.5674349999999999,0.03540525688839626,0.530275,0.614744,2.915,3.9535680087738463,0.0,8.37
166800,0.5436037499999999,0.03399826889097936,0.505918,0.587269,2.4875,3.4295128419840233,0.0,7.27
166900,0.5505015,0.028865645861473447,0.520559,0.580892,2.6925,3.7623695990691823,0.0,7.98
167000,0.5563819999999999,0.024988240287516575,0.531492,0.587969,2.9625,4.1258080016727225,0.0,8.75
167100,0.5434172500000001,0.023026910624672752,0.515027,0.563254,2.5125,3.4850669529675704,0.0,7.39
167200,0.5602955000000001,0.01830221648689943,0.535299,0.5761,2.7525000000000004,3.838032264932991,0.0,8.14
167300,0.5623750000000001,0.027118018511683325,0.530869,0.589093,2.9699999999999998,4.063717509867043,0.0,8.61
167400,0.55015325,0.02038451053087448,0.527074,0.567663,2.715,3.8994059376611028,0.0,8.27
167500,0.54436175,0.017014001613866955,0.520214,0.558245,2.6775,3.761970893029344,0.0,7.98
167600,0.56400525,0.006747219099994677,0.557177,0.571607,2.7425,3.7966509364614147,0.0,8.05
167700,0.5480032499999999,0.005201876288097074,0.54384,0.555526,2.48,3.4289843005375995,0.0,7.27
167800,0.54789825,0.013658039790418944,0.53484,0.561411,2.8025,4.007412922738725,0.0,8.5
167900,0.55881825,0.017094904238300578,0.543686,0.58174,3.0475000000000003,4.3039313423891885,0.0,9.13
168000,0.54908075,0.014323638303517714,0.530742,0.564081,2.625,3.668073972354793,0.0,7.78
168100,0.54814775,0.017052903298754352,0.522929,0.558826,2.665,3.6837345181215215,0.0,7.81
168200,0.55848925,0.009413040117305337,0.546837,0.569344,2.9375,4.157790879782196,0.0,8.82
168300,0.5417909999999999,0.01301145769440666,0.527534,0.553601,2.61,3.6816934509362214,0.0,7.81
168400,0.546698,0.014896023876636792,0.525216,0.558937,2.6375,3.7100617694768014,0.0,7.87
168500,0.5597135000000001,0.023284476409545167,0.531926,0.587571,2.9274999999999998,4.060421776121293,0.0,8.61
168600,0.54467125,0.016452706856826527,0.521053,0.558167,2.545,3.523109422087256,0.0,7.47
168700,0.5486895,0.01983430512185053,0.527193,0.575171,2.68,3.671620895462929,0.0,7.78
168800,0.557856,0.030461145995075996,0.524686,0.598504,2.815,3.816713245712861,0.0,8.08
168900,0.54923825,0.01820257751665955,0.532244,0.57145,2.5475000000000003,3.550468278973916,0.0,7.53
169000,0.550088,0.02061378108612458,0.529422,0.577508,2.59,3.505595527153696,0.0,7.42
169100,0.55914625,0.019922285250024242,0.545117,0.588684,2.74,3.630206605690646,0.0,7.66
169200,0.54641275,0.02188855259985609,0.528147,0.578026,2.45,3.3910765252350177,0.0,7.19
